Timestamp,Company Name,Position Title,Position Type,Location,Base Salary,Salary Frequency,Housing Stipend,Signing Bonus,Stock Bonuses/Benefits,Stock Vesting Schedule Details,Additional Benefits,Did You Negotiate the Offer?,Did You Accept the Offer?,Time Frame From First Interview Invitation to Offer in Weeks,Sex,Degree Level,Last Year of College,Last School Attended,Major,Additional Information,Monthly Salary,Annualized Salary,Bonuses per Year,Annualized Recurring Renumeration (inc. stock),Recurring Renumeration per Month,totalcomp
12/3/2015 3:21:32,Uber,,Intern,SF,45,Per Hour,1000,,,,400 uber credits,No,Yes,7,Male,Bachelors,Junior,Berkeley,EE/CS,,"7,800","93,600","12,000","105,600","8,800","105,600"
11/25/2015 14:45:52,Upthere,Technical Intern,Intern,"Palo Alto, CA","7,000",Per Month,"1,000",,,,"Free food everyday, lots of snacks. ",No,Yes,2,Male,Masters,,,CS,,"7,000","84,000","12,000","96,000","8,000","96,000"
11/25/2015 20:00:50,upthere,Software Engineering Intern,Intern,California,"7,000",Per Month,0,,,,,No,No,,Male,Bachelors,Freshman,,Computer Science,,"7,000","84,000",0,"84,000","7,000","84,000"
11/28/2015 21:19:10,ViaSat,Software Engineer,Full Time,Boston,78000,Annually,,8000,7600,4 years,"Gym membership stipend, healthcare",No,Still considering,4,Female,Bachelors,Senior,Liberal Arts (New England),Computer Science,,"6,500","78,000","1,900","79,900","6,658","87,900"
12/3/2015 16:10:17,ViaSat,Software Engineer Intern,Intern,"Carlsbad, CA",23,Per Hour,750,2000,,,Choice of corporate housing or 750/month,No,No,,Male,Bachelors,Junior,Large state school,Computer Science,,"3,987","47,840","9,000","56,840","4,737","58,840"
12/4/2015 21:29:48,Visa,,Intern,Bay Area,31,Per Hour,1350,,,,,No,Still considering,,Male,Bachelors,Sophomore,,,,"5,373","64,480","16,200","80,680","6,723","80,680"
11/25/2015 20:42:32,Visa Inc,Software Engineer in Test Intern,Intern,"Bellevue, WA",27,Per Hour,3000,,,,"Free soda, free coffee, free snacks once a week. free breakfast every Friday",No,Yes,2,Female,Bachelors,Junior,UCSD,Computer Science,"Easy Interview.
String manipulation
Parsing
Software Engineering principles.

Placed in Security Team.
Length of Internship: 12 weeks. ","4,680","56,160","36,000","92,160","7,680","92,160"
11/25/2015 14:28:27,Wayfair,,Intern,"Boston, MA",30,Per Hour,0,,,,Employee discount,No,No,1,Male,Bachelors,Junior,UIUC,CS,"As of summer 2015, salary for underclassmen is 25/hr, upperclassmen (junior+) is 30/hr","5,200","62,400",0,"62,400","5,200","62,400"
12/4/2015 11:26:58,Wolverine Trading,Software Engineer,Full Time,Chicago,120000,Annually,,25000,,,"Completely free: gym, breakfast and lunch, unlimited mass transit card, health/dental insurance",No,Yes,2,Male,Bachelors,Senior,Top 5 CS,Computer Science,"The Time Frame From First Interview Invitation to Offer in Weeks was 2 for the internship.  Then after a 10 week internship, got a return offer.  Described the full time offer here.","10,000","120,000",0,"120,000","10,000","145,000"
11/27/2015 17:38:53,Workday,Associate Software Application Engineer,Full Time,"Pleasanton, CA",95000,Annually,,,,,Stock and Signing bonuses,No,Still considering,4,Male,Bachelors,Senior,UC,CS,,"7,917","95,000",0,"95,000","7,917","95,000"
11/25/2015 14:35:21,Yahoo,,Intern,"Sunnyvale, CA",38,Per Hour,"1,500",,,,"free meals, gym onsite, pays for relocation (round trip flight, hotel up to 3 nights)",No,No,4,Male,Bachelors,Junior,UIUC,CS,"Clarification about housing stipend: it's not 1500/month, but a one time 4500 ""bonus""","6,587","79,040","18,000","97,040","8,087","97,040"
11/25/2015 15:22:46,Yelp,,Intern,"San Francisco, CA","8,300",Per Month,"1,500",,,,"Free Breakfast/Lunch, Gym membership subsidy, housing placement assistance",No,Yes,6,Male,Bachelors,Senior,Purdue University,Computer Science,,"8,300","99,600","18,000","117,600","9,800","117,600"
11/25/2015 17:25:39,Yelp,Software Engineering,Intern,San Francisco,"7,040",Per Month,1500,,,,,No,Yes,,Male,Bachelors,Sophomore,University of Waterloo,Systems Design Engineering,,"7,040","84,480","18,000","102,480","8,540","102,480"
11/25/2015 18:23:30,Yelp,,Intern,"San Francisco, CA","80,000",Annually,1500,,,,,Prefer not to disclose,Yes,4,Male,Bachelors,Sophomore,Waterloo,computer engineering,,"6,667","80,000","18,000","98,000","8,167","98,000"
11/29/2015 8:31:29,YELP,Software Engineer Intern,Intern,"SF,CA",1840,Per Week,1500,0,0,n/a,,No,Yes,4,Male,Bachelors,Junior,Midwest Engineering School,CS,,"7,973","95,680","18,000","113,680","9,473","113,680"
12/4/2015 4:54:56,Yelp,,Intern,San Francisco,1760,Per Week,1500,,,,,No,Still considering,7,Male,Bachelors,Sophomore,UC Berkeley,CS,,"7,627","91,520","18,000","109,520","9,127","109,520"
12/4/2015 13:46:07,Yelp,Software Engineer,Full Time,"SF, CA, USA",100000,Annually,,5000,80000,4 years vesting 1 year cliff,,No,No,,Prefer Not to Disclose,Bachelors,Senior,Ivy League,CS,,"8,333","100,000","20,000","120,000","10,000","125,000"
11/27/2015 14:02:27,Yext,,Intern,NYC,1800,Per Week,,5000,,,free lunch and dinner,No,Still considering,3,Male,Bachelors,Sophomore,MIT,CS,,"7,800","93,600",0,"93,600","7,800","98,600"
12/18/2015 3:53:42,Microsoft,SWE,Intern,Seattle,7100,Per Month,4000,1500,,,"free meals, gym membership",No,Still considering,3,Male,Bachelors,Junior,Ivy League,Computer Science,,"7,100","85,200","48,000","133,200","11,100","134,700"
12/18/2015 3:55:57,"Series B, mobile startup",SWE,Intern,SF,8000,Per Month,,2000,,,,No,Still considering,1,Male,Bachelors,Junior,Ivy League,Computer Science,,"8,000","96,000",0,"96,000","8,000","98,000"
12/18/2015 17:34:51,Square,Software Engineer Intern,Intern,San Francisco,36,Per Hour,,,,,"Free breakfast, lunch",,,,Male,Bachelors,,Top 10 CS school,,,"6,240","74,880",0,"74,880","6,240","74,880"
12/28/2015 11:40:48,ThoughtWorks,Associate Consultant,Full Time,New York City,80000,Annually,,3000,,,"Health allowance (like for gym fees), they pay for (or help with) Internet and cell phone bills, I'd rack up a LOT of airline miles...",No,Still considering,7,Female,Bachelors,Senior,Small Liberal Arts College in New England,Computer Science,"Interview process is very long and unique, but I enjoyed it (and it seems quite suited for a student at a LAC)","6,667","80,000",0,"80,000","6,667","83,000"
12/29/2015 2:34:03,Asana,,Intern,San Francisco,110000,Annually,,,,,,No,,,Male,Bachelors,,,,,"9,167","110,000",0,"110,000","9,167","110,000"
12/29/2015 14:26:27,Yelp,Software Engineering Inter,Intern,San Francisco,7200,Per Month,1500,,,,"Free food weekly, free pantry, free airplane ticket, free housing search",No,Yes,2,Male,Bachelors,Freshman,Top 3 California Public,Comp. Sci,,"7,200","86,400","18,000","104,400","8,700","104,400"
12/30/2015 18:29:30,Nutanix,Intern,Intern,San Jose,40,Per Hour,2000,,,,Free food and other stuff,No,Still considering,2,Prefer Not to Disclose,Bachelors,Junior,,CS,,"6,933","83,200","24,000","107,200","8,933","107,200"
1/12/2016 1:25:37,SAP,Agile Develoepr,Intern,Canada,4700,Per Month,0,0,0,,"gym, food discounts, free coffee and snacks",No,Yes,1,Male,Bachelors,Senior,UBC,Computer Science,,"4,700","56,400",0,"56,400","4,700","56,400"
1/13/2016 18:45:15,Salesforce ,Infra intern ,Intern,San Francisco ,39,Per Hour,8000,,,,,No,Yes,30,Male,High School,Freshman,Georgia Tech ,Computer Science ,,"6,760","81,120","96,000","177,120","14,760","177,120"
1/14/2016 2:46:44,Fitbit,Software Engineering - Intern,Intern,San Francisco,7000,Per Month,0,0,0,,Free corporate housing,No,Yes,6,Male,Bachelors,Junior,Midwest State College,Computer Science,,"7,000","84,000",0,"84,000","7,000","84,000"
1/14/2016 23:02:31,Google,Software Engineering Resident,Full Time,NYC,92000,Annually,,3500,,,,No,Yes,11,Female,Bachelors,Senior,Liberal Arts,Computer Science,,"7,667","92,000",0,"92,000","7,667","95,500"
1/19/2016 23:19:55,Amazon,Software Development Engineer,Full Time,San Francisco,100000,Annually,,33000,70000,"4 Years vesting. 5% after 1, 20% after 2","10,000 for relocation or relocation package, your choice.
26,000 bonus after 1 year of working",No,Yes,,Male,Bachelors,Senior,Liberal Arts College,"Computer Science, Math",,"8,333","100,000","17,500","117,500","9,792","150,500"
1/20/2016 3:05:10,Innovation,Summer Internship,Intern,Seattle,35,Per Hour,,,,,,Yes,Still considering,,Male,Bachelors,Senior,,,,"6,067","72,800",0,"72,800","6,067","72,800"
1/22/2016 3:10:30,Uber,Software Engineer,Full Time,San Francisco,110000,Annually,0,0,300000,4 years vesting schedule with 1 year cliff,,Yes,Yes,,Male,Masters,Graduate,Stanford,CS,,"9,167","110,000","75,000","185,000","15,417","185,000"
1/25/2016 14:29:09,if(we),SDE,Intern,"San Francisco, CA",7000,Per Month,1250,,,,"Gym membership to the Bay Club, free catered lunch and dinner everyday, free onsite weekly meditation and yoga classes, free onsite massages every other week.",No,Yes,,Prefer Not to Disclose,Bachelors,,Waterloo,,,"7,000","84,000","15,000","99,000","8,250","99,000"
2/5/2016 19:30:01,Two Sigma Investments,Quantitative Research,Intern,New York City,10500,Per Month,2000,5000,,,Gym membership,No,Yes,10,Male,Bachelors,Junior,Stanford University,Computer Science,,"10,500","126,000","24,000","150,000","12,500","155,000"
2/9/2016 0:25:07,Salesforce,Infrastructure Intern,Intern,SF,45,Per Hour,8000,,,,,No,Yes,6,Male,Bachelors,Junior,,CS,,"7,800","93,600","96,000","189,600","15,800","189,600"
2/9/2016 21:19:30,Amazon,SDE Intern,Intern,Seattle,6000,Per Month,2500,,,,relocation covered,Prefer not to disclose,Yes,,Male,Bachelors,Junior,UC Berkeley,"Computer Science, Applied Mathematics",,"6,000","72,000","30,000","102,000","8,500","102,000"
2/10/2016 21:16:48,Slack,Software Engineer,Full Time,San Francisco,110000,Annually,,,220000,4 years vesting schedule with 1 year cliff,"150 / month fitness, 500 per year personal development, 2000 per year professional development, health insurance, dental insurance, vision insurance, 401k",Yes,Yes,4,Female,Masters,Graduate,Stanford,Computer Science,,"9,167","110,000","55,000","165,000","13,750","165,000"
2/23/2016 1:32:53,"Snaptrends (Startup, ~12 Engineers)",Software Engineer,Intern,Austin,19,Per Hour,0,,,,Snacks,Yes,Yes,3,Male,Bachelors,Sophomore,UT Austin,Computer Science,,"3,293","39,520",0,"39,520","3,293","39,520"
2/28/2016 12:50:59,Equifax,Software Development Intern,Intern,Atlanta,20,Per Hour,,,,,,No,Yes,4,Male,Bachelors,Junior,Georgia Tech,Computer Science,,"3,467","41,600",0,"41,600","3,467","41,600"
2/28/2016 13:24:46,Google,SRE (SWE track),Full Time,San Francisco,110000,Annually,,15000,187000,4 years with 1 year cliff,,Yes,Yes,6,Female,Bachelors,Senior,Canadian university,Computer Science,,"9,167","110,000","46,750","156,750","13,063","171,750"
2/29/2016 0:40:42,Intuit,Software Engineer,Full Time,"Mountain View, CA",110000,Annually,5000,10000,22000,3 Years,"401K 1.25-1 matching, 650 fitness, campus gym, etc.",Yes,Yes,0,Male,Bachelors,Super Senior,California State University (CSU),Computer Engineering,Strong negotiation.,"9,167","110,000","65,500","175,500","14,625","185,500"
2/29/2016 7:35:20,Nest,Software Engineering Inter ,Intern,Bay Area,6600,Biweekly,3000,,,,"Gym, free food, access to GoogleHQ, free transportation from San Francisco",,Yes,2,Female,Bachelors,Sophomore,Art school,,"UX, 14 week internship","6,600","79,200","36,000","115,200","9,600","115,200"
3/1/2016 21:50:50,Amazon,SDE/SDET intern,Intern,Phoenix,6000,Per Month,,,,,,No,Yes,5,Male,Bachelors,Junior,,CS,,"6,000","72,000",0,"72,000","6,000","72,000"
3/2/2016 2:45:01,ZenDesk,Software Engineering,Intern,San Francisco,38,Per Hour,1000,,,,,No,Yes,3,Male,Bachelors,Junior,Top UC,Computer Engineering,,"6,587","79,040","12,000","91,040","7,587","91,040"
3/3/2016 1:35:17,Amazon,SDE,Intern,Seattle,6000,Per Month,2500,,,,Relocation Reimbusment,No,Yes,8,Male,Bachelors,Junior,University of British Columbia,Computer Science,,"6,000","72,000","30,000","102,000","8,500","102,000"
3/4/2016 14:13:14,OEConnection,Associate Software Engineer,Full Time,"Cleveland, Ohio",55000,Annually,,,,,"Free Gym, 12 Paid Holidays, 4 weeks PTO",No,Yes,6,Male,Bachelors,Super Senior,Midwest State College,Mathematics,,"4,583","55,000",0,"55,000","4,583","55,000"
3/4/2016 16:32:33,National Instruments,Software Engineer,Full Time,Austin,68000,Annually,,3000,,,,No,Yes,,Male,Bachelors,Senior,College in Texas,Computer Science,,"5,667","68,000",0,"68,000","5,667","71,000"
3/6/2016 20:58:23,athenahealth,Software Developer Intern,Intern,Boston,40,Per Hour,0,0,0,0,,No,No,,Male,Bachelors,Senior,University of Michigan,Computer Science,,"6,933","83,200",0,"83,200","6,933","83,200"
3/6/2016 21:00:51,MongoDB,SWE Intern,Intern,New York,40,Per Hour,3000,1000,0,0,,No,No,,Male,Bachelors,Senior,University of Michigan,Computer Science,,"6,933","83,200","36,000","119,200","9,933","120,200"
3/6/2016 23:36:49,Intel,SWE Intern,Intern,OR,6000,Per Month,,,,,,Prefer not to disclose,,,Male,Masters,Graduate,,,,"6,000","72,000",0,"72,000","6,000","72,000"
3/6/2016 23:45:48,DirecTV,Software Engineering Intern,Intern,Los Angeles,28,Per Hour,,,,,Free housing,No,Still considering,20,Male,Bachelors,Junior,MIT,Computer Science,,"4,853","58,240",0,"58,240","4,853","58,240"
3/8/2016 15:27:27,IMC Financial Markets,Software Engineering Intern,Intern,Chicago,7000,Per Month,,,,,Free housing and lunch,No,Still considering,8,Male,Bachelors,Junior,MIT,Computer Science,,"7,000","84,000",0,"84,000","7,000","84,000"
3/9/2016 3:12:27,"Series C, consumer services",Software Engineer,Full Time,San Francisco,115000,Annually,,20000,380000,4 years with 1 year cliff,,Yes,Yes,6,Male,Masters,Graduate,UIUC,Computer Science,,"9,583","115,000","95,000","210,000","17,500","230,000"
3/9/2016 16:08:13,Asana,Software Developer Intern,Intern,San Francisco,110000,Annually,,,,,"gym membership, free breakfast/lunch/dinner, flight",No,,,Male,Bachelors,Sophomore,Ivy League,,,"9,167","110,000",0,"110,000","9,167","110,000"
3/13/2016 23:55:42,WhatsApp,Software Engineer Intern,Intern,"Mountain View, CA",8000,Per Month,1000,,,,"In-office gym, expensed meals and in-office cafeteria, rooftop lounge",Prefer not to disclose,Still considering,3,Prefer Not to Disclose,Bachelors,Junior,Target school,CS,,"8,000","96,000","12,000","108,000","9,000","108,000"
3/14/2016 4:35:09,Amazon,SDE I,Full Time,Seattle,95000,Annually,,42000,53000,,,No,Still considering,6,Male,Bachelors,Super Senior,a Virginia State School,CS,,"7,917","95,000","13,250","108,250","9,021","150,250"
3/14/2016 13:16:17,IBM,System Engineer,Full Time,"Boston, MA",77000,Annually,,,,,,Yes,Yes,5,Male,Bachelors,Senior,Boston University,Computer Engineering,,"6,417","77,000",0,"77,000","6,417","77,000"
3/14/2016 15:49:41,IMC,Software Development,Intern,Chicago,7000,Per Month,,,,,"free housing, free lunch",No,Yes,,Male,Bachelors,Sophomore,,,,"7,000","84,000",0,"84,000","7,000","84,000"
3/14/2016 16:49:49,Amazon,SDE,Full Time,Seattle,100000,Annually,,49000,53000,4 years,,No,Yes,,Male,Masters,Graduate,University of Florida,CS,,"8,333","100,000","13,250","113,250","9,438","162,250"
3/15/2016 10:39:28,Nvidia,Software intern,Intern,Bay Area,35.24,Per Hour,5000,,,,,No,Still considering,3.5,Male,Bachelors,Junior,very good public state school,Electrical and Computer Engineering,,"6,108","73,299","60,000","133,299","11,108","133,299"
3/15/2016 10:51:32,Broadcom,Software Eng,Full Time,US,35,Per Hour,,,,4 year vesting schedule,,Yes,Yes,7,Female,Bachelors,Graduate,Private University in Boston,Computer engineering,,"6,067","72,800",0,"72,800","6,067","72,800"
3/16/2016 19:04:19,Northrop Grumman,Software Engineer I,Full Time,McClellan CA,74000,Annually,,,,,,Yes,Still considering,1,Male,Bachelors,Senior,UC Berkeley,EECS,,"6,167","74,000",0,"74,000","6,167","74,000"
3/20/2016 13:57:03,Google,SWE Intern,Intern,MTV,7088,Per Month,3000,,,,,No,Yes,6,Male,Masters,Graduate,,,,"7,088","85,056","36,000","121,056","10,088","121,056"
3/22/2016 20:14:39,Philips,SDE,Full Time,Bothell,84000,Annually,,4000,,,gym membership,Yes,Still considering,1,Male,Bachelors,Graduate,NW target school,EE,,"7,000","84,000",0,"84,000","7,000","88,000"
3/28/2016 21:56:20,State Farm,IT Student Intern,Intern,Illinois,10,Per Hour,0,0,0,0,,No,Still considering,,Male,High School,Didn't attend college,Midwest High School,,,"1,733","20,800",0,"20,800","1,733","20,800"
3/28/2016 21:56:56,Royal Bank of Canada,Quant. Trading/Analytics Intern,Intern,Toronto Canada,26,Per Hour,,,,,,No,Yes,1,Male,Bachelors,Sophomore,Western University,Business and Computer Science,,"4,507","54,080",0,"54,080","4,507","54,080"
3/28/2016 22:51:27,Morgan Stanley,Intern Technology Analyst,Intern,Canada,1000,Per Week,0,2000,,,,No,Yes,5,Male,Bachelors,Junior,Canadian School,Finance + CS,,"4,333","52,000",0,"52,000","4,333","54,000"
3/29/2016 2:14:55,Google,Software Engineering Intern,Intern,Mountain View,6666.67,Per Month,3000,,,,,No,Yes,7,Male,Bachelors,Junior,UC San Diego,Computer Engineering,,"6,667","80,000","36,000","116,000","9,667","116,000"
3/29/2016 11:01:54,Flipboard,Software Engineering Intern,Intern,"Palo Alto, CA",6000,Per Hour,1500,,,,,No,Yes,10,Male,Bachelors,Junior,Boston University,Computer Engineering,,"1,040,000","12,480,000","18,000","12,498,000","1,041,500","12,498,000"
3/29/2016 15:49:25,No outside funding -- startup with serial entrepreneur founder (e.g twitter/square),Software Engineering Intern,Intern,"Vancouver, BC",3200,Per Month,0,0,,,gym,Yes,Yes,4,Male,n.d.,,,,,"3,200","38,400",0,"38,400","3,200","38,400"
4/1/2016 17:09:46,Facebook,Software Engineer,Full Time,"Menlo Park, CA",115000,Annually,0,100000,160000,4 year vesting with 1 year cliff,"Free lunch & dinner, on-site gym, laundry, shuttles",Yes,Yes,2,Female,Masters,Graduate,Massachusetts Institute of Technology,Computer Science,,"9,583","115,000","40,000","155,000","12,917","255,000"
4/11/2016 1:13:36,Shopify,Software Engineering Intern,Intern,"Ottawa, Ontario, Canada",4600,Per Month,,,,,"Free breakfast and lunch, 500 fitness bonus, 500 entrepreneurship bonus.",No,Yes,3,Male,Bachelors,Sophomore,,,,"4,600","55,200",0,"55,200","4,600","55,200"
4/11/2016 12:38:12,Intel,SDT Intern,Intern,Illinois,27,Per Hour,,,,,,No,Yes,16,Male,Bachelors,Freshman,,Computer Science,,"4,680","56,160",0,"56,160","4,680","56,160"
4/12/2016 0:26:45,Zappos,Front End Engineer,Intern,Vegas,28,Per Hour,,,,,Free corporate housing,No,Yes,6,Male,Bachelors,Junior,,CS,,"4,853","58,240",0,"58,240","4,853","58,240"
4/12/2016 0:27:40,Microsoft,SDE,Intern,"Seattle, Washington",7200,Per Month,1333,,,,1200 flat for transportation & gym,No,Yes,,Male,Bachelors,Junior,Texas state school (not UT Austin or A&M),Computer Science,,"7,200","86,400","15,996","102,396","8,533","102,396"
4/12/2016 1:37:23,Google,SWE,Intern,California,1538.46,Per Week,12000,,,,,No,Yes,3,Male,Bachelors,Junior,,,,"6,667","80,000","144,000","224,000","18,667","224,000"
4/13/2016 18:37:25,Home Automation,Full Stack Software Engineer,Full Time,"Vienna, Virginia",85000,Annually,,5000,5000,,,No,Yes,0,Female,Bachelors,Super Senior,,Computer Science,,"7,083","85,000","1,250","86,250","7,188","91,250"
4/14/2016 1:44:12,Google,Software Engineering Intern,Intern,CA,2000,Per Week,2500,,,,google stuff,No,Yes,15,Male,PhD,Graduate,big east coast state school,Mathematics,,"8,667","104,000","30,000","134,000","11,167","134,000"
4/15/2016 14:37:41,Facebook,SWE,Intern,CA,8400,Per Month,,,,,,No,Yes,6,Prefer Not to Disclose,Masters,Graduate,,,,"8,400","100,800",0,"100,800","8,400","100,800"
4/15/2016 19:09:49,IBM,Software Engineer,Full Time,"Dallas, TX",79000,Annually,,10000,,,Gym,Yes,Yes,3,Male,Bachelors,Super Senior,UT,Computer Science,,"6,583","79,000",0,"79,000","6,583","89,000"
4/19/2016 16:18:56,Mailchimp,Software Engineer Intern,Intern,Atlanta,30,Per Hour,1000,,,,,No,Yes,5,Male,Bachelors,Sophomore,Top40 USNEWS Private School,Computer Science,,"5,200","62,400","12,000","74,400","6,200","74,400"
4/19/2016 21:12:37,Palantir Technologies,Software Engineer Intern,Intern,"Palo Alto, CA",7500,Per Month,,,,,,No,Yes,,Male,Bachelors,Junior,,,,"7,500","90,000",0,"90,000","7,500","90,000"
4/25/2016 0:14:57,VMware,MTS Intern,Intern,Palo Alto,44,Per Hour,1600,,,,,No,Yes,,Male,Masters,Graduate,,MS CS,,"7,627","91,520","19,200","110,720","9,227","110,720"
4/25/2016 0:16:41,Intel,Software Intern,Intern,Santa Clara,38,Per Hour,5800,,,,,No,Yes,,Male,Masters,,,MS CS,,"6,587","79,040","69,600","148,640","12,387","148,640"
4/27/2016 19:58:20,Adobe,Software Engineer,Full Time,San Jose,115000,Annually,,10000,50000,4 years 1 year cliff,,Prefer not to disclose,Yes,,Female,Bachelors,Senior,UC berkeley,computer science,,"9,583","115,000","12,500","127,500","10,625","137,500"
5/3/2016 19:37:27,Spotify,Product Design Intern,Intern,New York City,7000,Per Month,1000,,,,,No,Yes,,Male,Bachelors,Sophomore,UC Berkeley,EECS,,"7,000","84,000","12,000","96,000","8,000","96,000"
5/3/2016 22:49:31,Twitter,Software Developer,Full Time,"San Francisco, CA",120000,Annually,,15000,150000,4 years vesting with 1 year cliff,,Prefer not to disclose,Still considering,5,Prefer Not to Disclose,Bachelors,Senior,Ivy League,Computer Science,,"10,000","120,000","37,500","157,500","13,125","172,500"
5/12/2016 21:25:15,RetailMeNot,Software Engineering Intern,Intern,"Austin, TX",7400,Per Month,,,,,,No,Yes,4,Female,Bachelors,Junior,University of Texas at Austin,Computer Science,,"7,400","88,800",0,"88,800","7,400","88,800"
5/14/2016 19:08:53,Amazon,Software Development Engineer,Full Time,"Seattle, WA",95000,Annually,,47000,53000,4 years,"10,000 relocation",No,Yes,,Female,Bachelors,Senior,University of British Columbia,Computer Science,Returning intern,"7,917","95,000","13,250","108,250","9,021","155,250"
6/2/2016 0:16:40,Facebook,Software Engineer,Full Time,"Menlo Park, CA",115000,Annually,,25000,100000,4 years,"100000 relocation,700 gym reimbursement,free meals,22 days PTO",No,Yes,3,Male,Masters,,Rice University,Computer Science,,"9,583","115,000","25,000","140,000","11,667","165,000"
6/6/2016 13:39:38,Amazon Lab126,Hardware Dev Engineer,Full Time,"Sunnyvale, CA",100000,Annually,,54000,70000,4 years,,Yes,Yes,,Male,Bachelors,Senior,UC Berkeley,EECS,,"8,333","100,000","17,500","117,500","9,792","171,500"
6/6/2016 15:35:18,Mtell,Intern,Intern,"San Diego, CA",25,Per Hour,,,,,,Yes,Yes,2,Male,Bachelors,Junior,UC San Diego,Computer Science,,"4,333","52,000",0,"52,000","4,333","52,000"
6/19/2016 23:54:58,Intel,Software Engineer Intern,Intern,Portland Oregon,37,Per Hour,1000,,,,"Gym ,Free Fruits,Lots of t shirts and cool intern events",Yes,Yes,3,Male,Masters,Graduate,San Jose State University,Software Engineering,,"6,413","76,960","12,000","88,960","7,413","88,960"
6/20/2016 3:35:47,"Public, software development",Software developer,Full Time,"Aarhus, Denmark",66000,Annually,,,,,,No,Yes,,Male,Associates,Didn't attend college,,,,"5,500","66,000",0,"66,000","5,500","66,000"
7/25/2016 1:32:56,Apple ,Engineering Project Manager,Intern,Cupertino,35,Per Hour,1000,,,,,No,Yes,,Female,Bachelors,Senior,,,,"6,067","72,800","12,000","84,800","7,067","84,800"
7/25/2016 1:33:08,Microsoft,PM Intern,Intern,"Redmond, WA",7100,Per Month,1300,,,,,No,Yes,3,Male,Bachelors,Junior,Waterloo,Engineering,,"7,100","85,200","15,600","100,800","8,400","100,800"
8/17/2016 19:08:56,Microsoft,Software Engineering Intern,Intern,"Redmond, WA",7200,Per Month,1333,5000,,,"Returning intern bonus of 5000 as noted before. Free gym membership, healthcare, 1200 transportation stipend once here, 300 for checked bags etc",No,Yes,,Female,Bachelors,Freshman,A college no one has heard of,Computer Science,,"7,200","86,400","15,996","102,396","8,533","107,396"
8/30/2016 21:25:09,Capital One,Associate Software Engineer,Full Time,"McLean, Va",88000,Annually,0,10500,0,0,"Signing Bonus Breakdown: 9000 net after taxes signing, 1500 net after taxes relocation

Lots of free food, discounted lunch, free snacks (my team gets a snack budget every sprint)

7.5% match on 401k

potential for a 7800 dollar bonus, apparently people usually get something like 4400

bonuses for referring people, 1000 for salaried, 500 for hourly

health benefits are great, onsite health clinic no copay",No,Yes,2,Prefer Not to Disclose,Bachelors,Senior,Large Eastern State School ,Computer Science,Interview was tough but not unreasonable. CTCI was enough,,,,,,
9/8/2016 2:19:03,Quora,Software Engineer,Full Time,Mountain View,125000,Annually,,25000,500000,4 years,"3 meals a day, snacks, drinks, alcohol",No,Yes,,Male,Bachelors,Senior,,,,,,,,,
9/14/2016 16:11:37,Jump Trading,Software Engineering Intern,Intern,IL,9200,Per Month,6250,6000,,,,No,,,Male,Bachelors,Sophomore,,CS,,,,,,,
9/15/2016 15:28:20,Verizon,IT Intern,Intern,"Irving, Texas",23,Per Hour,600,0,,,"Gym Membership, Free Housing
",No,Yes,2,Male,Bachelors,Junior,Engineering school in southeast,Computer Engineering,,,,,,,
9/21/2016 20:50:15,AT&T,Technical Development Program Intern,Intern,"Seattle, WA",22,Per Hour,0,0,0,0,,No,Yes,,Male,Bachelors,Junior,Top 10 CS School,CS,,,,,,,
9/26/2016 9:39:01,Amazon,SDE 1,Full Time,Seattle,110000,Annually,,54000,65000,4,10000 Relocation,Yes,Still considering,,Male,Masters,Graduate,East Course Top School,Computer Science,,,,,,,